Frequency,S11_Magnitude,S11_Phase,S11_Resistance,S11_Reactance,S11_Inductance,S12_Magnitude,S12_Phase,S12_Resistance,S12_Reactance,S12_Inductance,S21_Magnitude,S21_Phase,S21_Resistance,S21_Reactance,S21_Inductance,S22_Magnitude,S22_Phase,S22_Resistance,S22_Reactance,S22_Inductance,
54929000,-3.010765182,-14.83447972,188.0712857,-136.1709215,-3.945506974e-07,-35.14422459,41.42151699,51.31500736,1.187920216,3.441959153e-09,29.50551411,-162.8271952,-46.89194179,-0.9279746616,-2.688775591e-09,-3.300321292,47.7474057,48.56660633,92.37139795,2.676430407e-07,
55128000,-3.045953315,-14.73140036,188.3899697,-133.847319,-3.864181982e-07,-34.35390272,40.43852235,51.46340762,1.27935482,3.693506812e-09,29.5107378,-162.956168,-46.89180676,-0.9206551678,-2.657938268e-09,-3.344371988,47.72997679,49.03069974,91.94144525,2.654356314e-07,
55327000,-3.002931474,-14.86334825,187.941146,-136.705316,-3.932497116e-07,-35.29182058,41.23644068,51.29665953,1.163194959,3.346073842e-09,29.51363416,-163.1045884,-46.89058722,-0.9125439915,-2.625045403e-09,-3.280032959,47.19513366,49.23825048,93.42593327,2.687512262e-07,
55526000,-3.001176667,-14.8162773,188.3925127,-136.6924245,-3.918033901e-07,-35.23648617,40.08778536,51.3287866,1.144342483,3.280044713e-09,29.51746674,-163.1819725,-46.89076717,-0.9080872088,-2.602862948e-09,-3.316034418,46.96987529,49.96582665,93.38643597,2.676748352e-07,
55725000,-3.051096978,-14.95666267,186.329262,-134.1259769,-3.830742436e-07,-34.89282543,42.82308837,51.32257003,1.25654709,3.588796423e-09,29.5121247,-163.2489237,-46.88791503,-0.9050786938,-2.584975289e-09,-3.365445855,46.67468622,50.9441553,93.29714023,2.664639039e-07,
55924000,-3.047140092,-15.21611505,184.134487,-134.9737136,-3.841236985e-07,-35.03832198,45.29084828,51.24480031,1.289966088,3.671133669e-09,29.51844193,-163.3599889,-46.88847436,-0.8986034568,-2.557348938e-09,-3.390542012,46.39408542,51.66140739,93.44082725,2.659246396e-07,
56123000,-3.037788925,-15.07991824,185.4655815,-135.1926163,-3.833824485e-07,-35.06720236,41.88697552,51.31670761,1.209543362,3.430051939e-09,29.52453044,-163.4877105,-46.88872228,-0.8912772946,-2.527505427e-09,-3.328063042,46.21686043,51.33705562,94.40484308,2.677155075e-07,
56322000,-3.051499394,-15.19447147,184.2556071,-134.6743857,-3.805634423e-07,-34.85577503,43.71726215,51.3078503,1.282649735,3.624516985e-09,29.52897168,-163.5621136,-46.88918483,-0.8869264519,-2.506280476e-09,-3.389677768,46.02357133,52.28284231,94.00555532,2.656412913e-07,
56521000,-3.044127191,-14.86398631,187.2556435,-134.2957304,-3.781573101e-07,-34.97413716,40.72386036,51.3561293,1.195575248,3.366566596e-09,29.53426497,-163.7174807,-46.88878214,-0.8782273364,-2.472960877e-09,-3.346025336,45.57904683,52.61560016,95.17893456,2.680100832e-07,
56720000,-3.067753144,-14.95449967,186.0736422,-133.1661783,-3.736610635e-07,-34.82564752,40.85209248,51.37678225,1.219852591,3.422876758e-09,29.53156851,-163.7756679,-46.88700866,-0.875412625,-2.456386575e-09,-3.371616036,45.51187502,52.99119056,94.98570297,2.665275767e-07,
56919000,-3.108192927,-15.10387051,184.1326836,-131.2597865,-3.670240843e-07,-34.5064099,43.14422371,51.37521905,1.323030232,3.699411468e-09,29.53011106,-163.8702504,-46.8851498,-0.870557086,-2.434221674e-09,-3.43996915,45.48350669,53.7182819,94.23380652,2.634933171e-07,
57118000,-3.079715827,-14.80972732,187.1216002,-132.1123466,-3.681209603e-07,-34.73501404,36.46055561,51.48417215,1.122231053,3.127011089e-09,29.54300683,-164.0269216,-46.88741978,-0.8610820459,-2.399339333e-09,-3.361425363,45.30525084,53.25339487,95.41961754,2.658794741e-07,
57317000,-3.105633551,-15.05083647,184.6227584,-131.27038,-3.645049437e-07,-34.55377936,40.56322597,51.42720374,1.252538476,3.477985412e-09,29.54460758,-164.1020625,-46.88692052,-0.8569686515,-2.379587155e-09,-3.39362838,45.0581194,54.01847581,95.41658554,2.649479429e-07,
57516000,-3.096424205,-15.08496093,184.484603,-131.8701501,-3.649034396e-07,-34.6242359,41.72437203,51.38945925,1.270636525,3.516031781e-09,29.55620669,-164.1916233,-46.88970435,-0.8511750822,-2.355322376e-09,-3.413318286,44.77010962,54.73710987,95.61674893,2.645851282e-07,
57715000,-3.109166369,-14.81133329,186.5931145,-130.4531031,-3.597376107e-07,-34.59201287,37.44425035,51.48855475,1.167311611,3.218979692e-09,29.56315245,-164.2822805,-46.89086049,-0.8457600107,-2.332268671e-09,-3.354656641,44.73207491,54.21573072,96.3812223,2.657809573e-07,
57914000,-3.044768468,-15.12175526,184.9912195,-134.8897379,-3.70693935e-07,-35.34355699,42.12363998,51.27042162,1.175967778,3.231707097e-09,29.56691644,-164.3662237,-46.8910102,-0.8409934139,-2.311155488e-09,-3.368135936,44.11590195,55.4949385,97.16892535,2.670324064e-07,
58113000,-3.118690201,-15.05985285,184.3304055,-130.5669401,-3.575856336e-07,-34.64953463,39.02679806,51.44513517,1.199966174,3.286365326e-09,29.56663502,-164.4689188,-46.88950326,-0.8356058161,-2.288486158e-09,-3.394440646,44.18799157,55.62626609,96.73178648,2.649207918e-07,
58312000,-3.129992072,-15.28098521,182.3004135,-130.4871419,-3.561475106e-07,-34.45837598,41.85087087,51.41336286,1.298957684,3.545334345e-09,29.5782321,-164.5958819,-46.89180644,-0.8278732013,-2.259571139e-09,-3.42797873,43.88236742,56.54172364,96.77767376,2.641419461e-07,
58511000,-3.124259908,-15.13111072,183.6413512,-130.4371063,-3.548001271e-07,-34.48619618,40.89191946,51.43091316,1.270860054,3.456848449e-09,29.58027469,-164.6813567,-46.89136133,-0.8231879257,-2.239141827e-09,-3.402298775,43.55386916,56.91589739,97.60408417,2.654914881e-07,
58710000,-3.069411409,-15.04057043,185.30322,-133.2854988,-3.613191275e-07,-35.15738955,37.68740415,51.38946902,1.097638228,2.975550156e-09,29.59038204,-164.8097094,-46.89315166,-0.8155331569,-2.21080111e-09,-3.362792791,43.34016131,56.92877763,98.44242362,2.668642196e-07,
58909000,-3.071271267,-15.05998514,185.105895,-133.2273947,-3.599415782e-07,-35.10629489,37.48414331,51.40172784,1.099303096,2.969996464e-09,29.59017373,-164.9095587,-46.89175067,-0.8102926919,-2.189174613e-09,-3.365878809,43.10961716,57.41424634,98.76265032,2.668278869e-07,
59108000,-3.119198923,-15.31709897,182.1687917,-131.1653279,-3.531774091e-07,-34.60217415,40.94770406,51.41062168,1.254905939,3.378975492e-09,29.59485808,-164.9697271,-46.89258191,-0.8067146769,-2.17217007e-09,-3.441218873,43.10280158,58.19250246,97.78765216,2.633042603e-07,
59307000,-3.093033483,-15.47574642,181.2336791,-132.973137,-3.568437462e-07,-35.08812842,44.41333121,51.25767074,1.263308222,3.390185782e-09,29.60548634,-165.0337958,-46.89542857,-0.80241883,-2.153353284e-09,-3.429399231,42.54934545,59.18829,98.78656273,2.651014175e-07,
59506000,-3.093471418,-15.23839014,183.2305096,-132.4060205,-3.541335775e-07,-35.19320766,40.58215059,51.32520736,1.161727156,3.107159268e-09,29.60219663,-165.195609,-46.89217177,-0.7941844397,-2.124128312e-09,-3.403806936,42.26514449,59.51253924,99.57061624,2.663118973e-07,
59705000,-3.088870691,-15.23065113,183.3678271,-132.6450748,-3.535904754e-07,-35.18689559,38.78084542,51.36302536,1.120159264,2.985995879e-09,29.60771954,-165.2730313,-46.8930866,-0.7896352909,-2.104921862e-09,-3.425314276,42.18929747,59.88848627,99.39341848,2.649519113e-07,
59904000,-3.090495076,-15.36607571,182.1958977,-132.8683086,-3.530089493e-07,-35.27845927,40.9544514,51.30452768,1.158609225,3.078231592e-09,29.60991302,-165.3843317,-46.89241538,-0.7835885064,-2.081864052e-09,-3.393309427,41.6871964,60.6176838,100.614778,2.673166945e-07,
60103000,-3.041165604,-15.68145433,180.2050049,-136.3113022,-3.609573158e-07,-36.26514787,44.28846503,51.10074409,1.097303055,2.905698637e-09,29.60355233,-165.4973199,-46.88876055,-0.7781716134,-2.060626905e-09,-3.388372919,41.07183668,61.8973262,101.6491591,2.691706926e-07,
60302000,-3.045935643,-15.47699029,181.8971994,-135.6201076,-3.579418677e-07,-36.17327724,41.25220958,51.17094506,1.048640817,2.767675526e-09,29.61275283,-165.6397074,-46.89015533,-0.7698981786,-2.03199066e-09,-3.395868834,40.96188984,62.21706278,101.7127208,2.684501723e-07,
60501000,-3.02828165,-15.50719778,181.8808931,-136.6903133,-3.595798256e-07,-36.50063131,40.45452174,51.1417923,0.9931436597,2.612580332e-09,29.61329169,-165.7055312,-46.88951507,-0.76638475,-2.016064549e-09,-3.386334946,40.56912929,62.99449519,102.4701972,2.695598157e-07,
60700000,-3.074348214,-16.60063166,172.125994,-136.0773737,-3.567938496e-07,-35.73303128,41.15212591,51.23394726,1.102346484,2.890344184e-09,29.72458774,-165.0570527,-46.93619782,-0.7909527921,-2.073872267e-09,-3.476618469,40.43623654,64.2137902,101.3277719,2.656806551e-07,
60899000,-3.010022933,-15.63575333,181.0055812,-137.9973648,-3.606457043e-07,-36.76451362,41.20243278,51.09459279,0.9771754003,2.553774204e-09,29.62546131,-165.9825719,-46.89030529,-0.7507897388,-1.962132353e-09,-3.390308676,40.26522718,63.72594409,102.8895635,2.688941137e-07,
61098000,-3.059383727,-15.7866647,179.0714117,-135.4947004,-3.529518368e-07,-36.22092991,42.18464758,51.14700408,1.06161655,2.765418206e-09,29.62135264,-166.0212991,-46.88840161,-0.749081473,-1.951291682e-09,-3.409315391,40.24454565,63.96989027,102.6348438,2.673547862e-07,
61297000,-3.043404985,-15.7229278,179.8206197,-136.2668083,-3.538107267e-07,-36.55068478,41.85517643,51.11019054,1.014817596,2.634928899e-09,29.62909768,-166.0873591,-46.89028631,-0.744975455,-1.934295743e-09,-3.406086685,39.70634149,65.18715732,103.5255494,2.687994996e-07,
61496000,-3.004254711,-15.85865173,179.1384308,-138.747622,-3.590862801e-07,-37.38561551,45.46939926,50.94710111,0.9816620271,2.540593926e-09,29.6320303,-166.1470778,-46.89057888,-0.7415940663,-1.91928518e-09,-3.39893195,39.3194458,66.03361529,104.2447257,2.697909357e-07,
61695000,-3.022209983,-16.12910501,176.6072376,-138.199561,-3.565141952e-07,-36.85388004,46.08187028,50.99539552,1.055574993,2.723072825e-09,29.63836212,-166.2145942,-46.8919613,-0.7375326183,-1.902617098e-09,-3.407388271,39.10500503,66.6392461,104.4463236,2.694407762e-07,
61894000,-3.041028877,-15.93548969,178.0376736,-136.8038512,-3.517789957e-07,-36.78007569,42.25996259,51.07404645,0.9954215272,2.559638358e-09,29.63936801,-166.2642052,-46.89171287,-0.7348403396,-1.889576896e-09,-3.403842986,39.02706823,66.79233934,104.6253626,2.690348601e-07,
62093000,-3.073158278,-15.85159572,178.3468363,-134.8550399,-3.45656454e-07,-36.08258684,41.88148043,51.171276,1.072864888,2.749935583e-09,29.64963881,-166.2556629,-46.89538116,-0.7344751634,-1.882585039e-09,-3.433268885,39.00667462,67.14414958,104.1833615,2.670397142e-07,
62292000,-3.00668422,-15.74528659,180.0938461,-138.3994601,-3.536081391e-07,-37.24644201,36.578581,51.10796492,0.8365073487,2.137261277e-09,29.65210301,-166.3308852,-46.89533428,-0.7303237707,-1.865964139e-09,-3.362793211,38.76817811,66.99876453,105.7007629,2.70063554e-07,
62491000,-3.094430487,-16.13625857,175.717229,-134.221943,-3.418425966e-07,-35.92851747,45.99708858,51.10891735,1.175234402,2.993140843e-09,29.64317428,-166.3791532,-46.89165836,-0.7284867734,-1.855343505e-09,-3.458617879,38.5095499,68.62981512,104.5318546,2.662265184e-07,
62690000,-3.084432956,-15.98595433,177.0822938,-134.4903806,-3.414389676e-07,-36.34589076,40.94716942,51.153432,1.021392838,2.593072565e-09,29.64657911,-166.4869687,-46.89156067,-0.7225427967,-1.834363657e-09,-3.43285248,38.32913131,68.82341533,105.2358846,2.671687866e-07,
62889000,-3.10535131,-15.60909227,179.9405887,-132.5835329,-3.355328377e-07,-35.84636951,38.27650554,51.2722608,1.024986889,2.593962855e-09,29.64602726,-166.5300441,-46.89086031,-0.7203173135,-1.822927079e-09,-3.447924303,38.37197154,68.86796033,104.919021,2.655214874e-07,
63088000,-3.139763697,-16.04752077,175.8805211,-131.6164726,-3.320348119e-07,-35.30544111,42.31432318,51.27198025,1.185518902,2.990762005e-09,29.64500203,-166.6442134,-46.88916353,-0.7143821387,-1.802204042e-09,-3.468869289,38.35330728,69.12517633,104.5988164,2.63876152e-07,
63287000,-3.183050537,-16.0233002,175.5085262,-129.2840944,-3.251252656e-07,-34.86064954,42.68373346,51.33063009,1.258097372,3.163879084e-09,29.64953127,-166.7945665,-46.88899005,-0.7061119945,-1.775739319e-09,-3.476456024,38.15412605,69.70588879,104.7722521,2.634825764e-07,
63486000,-3.206677599,-16.09568944,174.6241976,-128.2041441,-3.213987849e-07,-34.73297846,42.33063313,51.35841922,1.268869538,3.180966812e-09,29.64194868,-166.8550576,-46.8856552,-0.7034997488,-1.76362446e-09,-3.478187453,37.836605,70.53907565,105.2198898,2.637788735e-07,
63685000,-3.158083749,-15.95225903,176.4084965,-130.4539996,-3.26017098e-07,-35.30261884,40.1523357,51.31735976,1.136923799,2.841281975e-09,29.6507605,-166.9594918,-46.88752323,-0.6973262856,-1.742685488e-09,-3.443082736,37.71744111,70.49802603,106.0024279,2.649102675e-07,
63884000,-3.202071986,-16.0756626,174.8422694,-128.4014494,-3.198880059e-07,-34.78171918,41.02342993,51.38000906,1.230353149,3.065192935e-09,29.64877375,-167.0121562,-46.8862323,-0.6946987272,-1.73071092e-09,-3.500170291,37.61191815,71.34037816,105.1768227,2.620282266e-07,
64083000,-3.162748217,-16.15074369,174.7599677,-130.5990253,-3.243524872e-07,-35.33137404,41.70595449,51.28097754,1.168335478,2.901648901e-09,29.65109301,-167.1360722,-46.8856371,-0.6879900927,-1.708675063e-09,-3.485122898,37.28263715,72.06301018,105.9275509,2.630790278e-07,
64282000,-3.232280021,-16.23498712,173.2071554,-127.1731979,-3.148664179e-07,-34.49401608,44.0145105,51.35634662,1.345745035,3.331912113e-09,29.64619194,-167.2249651,-46.88293342,-0.6836623249,-1.692670396e-09,-3.535026264,37.24544919,72.6446357,105.1047943,2.602275529e-07,
64481000,-3.205969315,-15.97097097,175.6103448,-127.9847933,-3.158979001e-07,-34.80227699,41.54369079,51.36522881,1.239845969,3.06024433e-09,29.64841494,-167.2689337,-46.88321643,-0.6811776205,-1.681313649e-09,-3.503506176,36.83003459,73.461778,106.2692987,2.622987264e-07,
64680000,-3.213866485,-15.73356037,177.3629116,-127.0623604,-3.126561956e-07,-34.45439205,38.77445034,51.48367444,1.221483854,3.005646154e-09,29.65726978,-167.339164,-46.88551799,-0.6768228931,-1.66542531e-09,-3.490859096,37.06081694,72.71353844,106.1554278,2.612115195e-07,
64879000,-3.22631348,-15.8465072,176.2968341,-126.6692425,-3.107328423e-07,-34.54225386,39.33111948,51.45651168,1.22310361,3.000400521e-09,29.65082823,-167.4536224,-46.88201301,-0.6712513015,-1.646649342e-09,-3.505175172,36.79247811,73.58033872,106.2942678,2.607509078e-07,
65078000,-3.255246785,-16.07966567,174.0889931,-125.695816,-3.074020475e-07,-34.35507568,40.30528111,51.46626711,1.275758818,3.119999417e-09,29.64661581,-167.5770991,-46.87919515,-0.6650326692,-1.626405799e-09,-3.540863333,36.588786,74.47915915,105.9430929,2.590947312e-07,
65277000,-3.263816972,-16.06752179,174.0625801,-125.2392557,-3.053517567e-07,-34.23390403,39.28023522,51.51054052,1.267291741,3.08984397e-09,29.64836403,-167.6841607,-46.87864458,-0.6592495624,-1.607347559e-09,-3.522814132,36.49122397,74.57785634,106.411919,2.594479358e-07,
65476000,-3.252643852,-16.28540046,172.5559753,-126.2457725,-3.068702845e-07,-34.36578013,41.61599825,51.4340694,1.307396132,3.177936298e-09,29.65170807,-167.761458,-46.87897925,-0.6549272077,-1.591955869e-09,-3.518021638,36.25261455,75.19735202,106.8440846,2.597098815e-07,
65675000,-3.239263639,-16.19001993,173.460674,-126.729659,-3.071130821e-07,-34.54602395,39.89519367,51.44341924,1.23688723,2.997437636e-09,29.65371667,-167.8946278,-46.87826015,-0.6477477067,-1.569733527e-09,-3.526712041,35.80556596,76.54732882,107.3221391,2.600814455e-07,
65874000,-3.273982534,-16.09163222,173.737846,-124.7813781,-3.014781725e-07,-34.11298543,38.96773139,51.53901584,1.27718826,3.085751964e-09,29.66255311,-167.9710192,-46.88053319,-0.6430957167,-1.553752045e-09,-3.533821336,35.97193303,76.13904846,106.9515995,2.584005182e-07,
66073000,-3.24444189,-16.47932919,171.1864691,-127.0292289,-3.059847395e-07,-34.55554027,42.67546522,51.37846417,1.304117131,3.141323806e-09,29.66737754,-168.050221,-46.88138327,-0.6385792277,-1.53819322e-09,-3.543577943,35.48020458,77.64471799,107.4599693,2.588468104e-07,
66272000,-3.209404866,-16.301417,172.9870904,-128.467572,-3.085201762e-07,-34.79924862,38.10203208,51.43971005,1.155686372,2.775428518e-09,29.6641282,-168.197894,-46.87871701,-0.6310010831,-1.515375143e-09,-3.495349974,35.2717531,77.8040295,108.6888729,2.61020814e-07,
66471000,-3.247790464,-16.4837717,171.1116188,-126.8699809,-3.037713376e-07,-34.53827716,40.85705666,51.42312343,1.262178313,3.022098624e-09,29.66575672,-168.2246546,-46.87900869,-0.6294761751,-1.507187267e-09,-3.537067695,34.87917016,79.36258983,108.4250778,2.596077552e-07,
66670000,-3.293475968,-16.49628611,170.446965,-124.6345793,-2.975282643e-07,-34.02206256,40.95882315,51.50808711,1.344491162,3.209575738e-09,29.67213172,-168.3389553,-46.88005903,-0.6230065704,-1.487244267e-09,-3.567880439,35.06366132,79.0913303,107.5641167,2.567775743e-07,
66869000,-3.283708103,-16.37984172,171.4392947,-124.8875245,-2.972448646e-07,-34.11449734,39.77674611,51.52000639,1.298650335,3.090918364e-09,29.66574031,-168.4316456,-46.8768894,-0.618536384,-1.472178782e-09,-3.541587609,34.77313061,79.7231982,108.4821543,2.581984342e-07,
67068000,-3.30151198,-16.46228082,170.5960711,-124.1761629,-2.946748098e-07,-33.92894431,40.56006123,51.53410484,1.348746055,3.200626255e-09,29.66689929,-168.5492507,-46.87610942,-0.6122405959,-1.452870478e-09,-3.570500619,34.71139091,80.17011131,107.9903759,2.562653148e-07,
67267000,-3.265280894,-16.77036659,168.7499504,-126.5193176,-2.99347002e-07,-34.48018263,41.49071754,51.41815675,1.286699776,3.044355028e-09,29.67031616,-168.5775668,-46.87701795,-0.6105178523,-1.444496321e-09,-3.559805242,34.0611053,82.07378422,109.0811146,2.580878972e-07,
67466000,-3.285649364,-16.78554687,168.4020841,-125.5494472,-2.961760758e-07,-34.24873757,41.90782469,51.44660477,1.333051161,3.144720033e-09,29.66892026,-168.7276913,-46.87504091,-0.6026699841,-1.421722157e-09,-3.554006786,34.08358956,81.95225744,109.1704592,2.575373999e-07,
67665000,-3.234212065,-16.69737984,169.6540449,-127.9326363,-3.009105364e-07,-34.81970024,39.19816869,51.41335194,1.180277905,2.776133344e-09,29.66958574,-168.8809277,-46.87377232,-0.5945193442,-1.398369798e-09,-3.517256568,33.84727138,82.36636176,110.2543641,2.593294473e-07,
67864000,-3.242995918,-16.76918955,169.0121148,-127.6184384,-2.992913076e-07,-34.64842517,41.33129627,51.3944866,1.257445349,2.948966212e-09,29.67695388,-168.9538402,-46.8756369,-0.5901909638,-1.384118373e-09,-3.499727349,33.79312398,82.3785367,110.696512,2.596059334e-07,
68063000,-3.261663755,-16.67265058,169.5219278,-126.5253153,-2.958601495e-07,-34.49787358,38.11174368,51.49060053,1.197960193,2.801247173e-09,29.6699668,-169.0499801,-46.87227334,-0.5855470925,-1.369212556e-09,-3.517401555,33.68399502,82.88740686,110.4751142,2.583292025e-07,
68262000,-3.237855981,-16.51443989,170.9999545,-127.4241993,-2.970934223e-07,-34.59972295,36.8721455,51.4991423,1.151246792,2.684167146e-09,29.67123285,-169.0800834,-46.87242747,-0.5838735222,-1.361318994e-09,-3.532552929,33.29912682,84.26397013,110.6727686,2.580369486e-07,
68461000,-3.262593782,-16.9938092,167.1192196,-127.0265981,-2.953055169e-07,-34.69520816,40.75496716,51.39983314,1.236447563,2.874435687e-09,29.67177974,-169.2041779,-46.87143971,-0.5772689322,-1.342007918e-09,-3.53089537,32.8659967,85.67513879,111.2830353,2.587056157e-07,
68660000,-3.28101822,-16.97424779,167.0641861,-126.0973436,-2.922955949e-07,-34.46703931,41.24243549,51.42603926,1.282520354,2.972902039e-09,29.66503249,-169.3027019,-46.86815505,-0.5724677404,-1.326989086e-09,-3.559478794,32.85233117,85.96576764,110.67396,2.56543953e-07,
68859000,-3.244894268,-16.90240159,167.9907234,-127.7473508,-2.9526456e-07,-34.64374683,39.28402452,51.44054124,1.207297335,2.790446255e-09,29.67168829,-169.4213759,-46.86937683,-0.5657697398,-1.307672937e-09,-3.565091199,32.6544032,86.6734374,110.8030249,2.5610086e-07,
69058000,-3.299201527,-17.10910408,165.8819226,-125.4418669,-2.891003676e-07,-34.28227588,41.9956223,51.43892277,1.329977065,3.065139797e-09,29.6687518,-169.4816921,-46.86779345,-0.5627519434,-1.296949717e-09,-3.592590681,32.61095552,87.0460826,110.2495139,2.540872182e-07,
69257000,-3.242783148,-17.16730184,166.0357264,-128.2676868,-2.947635097e-07,-34.84448718,40.076375,51.39059425,1.198362271,2.753877284e-09,29.6672914,-169.571886,-46.86645577,-0.5580581104,-1.282436531e-09,-3.539580745,32.2593192,87.79889508,111.8759786,2.570948063e-07,
69456000,-3.291666602,-17.16014063,165.5904986,-125.8849582,-2.884590727e-07,-34.45565673,40.95797354,51.43445474,1.277124369,2.926466487e-09,29.66650896,-169.6509011,-46.86546334,-0.5539141736,-1.269266568e-09,-3.574922374,32.04091922,88.84160337,111.3465903,2.551451313e-07,
69655000,-3.303270866,-16.97511692,166.8118053,-125.0247963,-2.856695763e-07,-34.14284644,38.46574731,51.54514115,1.259115895,2.876958132e-09,29.67416201,-169.7733331,-46.86703811,-0.5469666262,-1.249765878e-09,-3.568577943,32.13760134,88.45700285,111.3719732,2.544741951e-07,
69854000,-3.296539078,-17.22467212,165.0714152,-125.7529864,-2.865148652e-07,-34.24927133,42.22610936,51.43887427,1.340997557,3.055320954e-09,29.67740695,-169.839671,-46.8675813,-0.5432588493,-1.23775777e-09,-3.596497233,31.60315322,90.53818879,111.3743586,2.537546841e-07,
70053000,-3.252957176,-17.3057706,164.9118307,-127.9756304,-2.907506342e-07,-34.82795457,40.15296557,51.39160207,1.202576965,2.732160913e-09,29.67334338,-169.9815332,-46.86490746,-0.5359723548,-1.217687317e-09,-3.547341291,31.45223685,90.68579625,112.7036322,2.560538474e-07,
70252000,-3.27618702,-17.17897494,165.6130478,-126.6598044,-2.869460507e-07,-34.34862589,40.26066309,51.46838315,1.275587135,2.88982517e-09,29.67719429,-170.061864,-46.86555357,-0.5314892759,-1.20408167e-09,-3.548775467,31.35474715,91.04591217,112.7881424,2.555199907e-07,
70451000,-3.31037439,-17.19666314,165.1299553,-125.0492679,-2.82497184e-07,-34.06432978,39.32096121,51.53950837,1.294145643,2.923587687e-09,29.67489112,-170.1511839,-46.86397431,-0.5268820681,-1.190272467e-09,-3.571043316,31.34800406,91.24579938,112.2703176,2.536284227e-07,
70650000,-3.300069154,-17.11705006,165.8149614,-125.4131701,-2.825212448e-07,-34.12701755,39.2632416,51.5297206,1.283007396,2.890261416e-09,29.67706126,-170.2041267,-46.86427887,-0.5239497138,-1.180314039e-09,-3.581325599,31.16934597,91.96651186,112.2360614,2.528368573e-07,
70849000,-3.334225271,-17.25295566,164.4753738,-124.0121013,-2.785803459e-07,-33.82961637,39.52099912,51.57706937,1.336254659,3.001757742e-09,29.67343821,-170.3031262,-46.86216594,-0.5188989389,-1.165652742e-09,-3.578733255,31.04481538,92.39689681,112.4418152,2.525888961e-07,
71048000,-3.303139002,-17.28547213,164.5644569,-125.5325052,-2.812059273e-07,-34.2388707,40.50666809,51.48139604,1.298685637,2.909191513e-09,29.6777326,-170.3811265,-46.86301047,-0.5145187196,-1.152575689e-09,-3.592472879,30.71009981,93.7223692,112.489778,2.519888557e-07,
71247000,-3.287256216,-17.36122423,164.1751172,-126.4040925,-2.823674842e-07,-34.40801437,40.34483189,51.45642513,1.268790275,2.834284167e-09,29.6766949,-170.5114718,-46.86155732,-0.507655815,-1.134025746e-09,-3.566273553,30.51817011,94.23974941,113.3449423,2.531953324e-07,
71446000,-3.247390716,-17.37089172,164.4845858,-128.339381,-2.858920986e-07,-34.80256255,36.63747249,51.4690563,1.117851481,2.490154645e-09,29.67781816,-170.6060688,-46.8611692,-0.5025710461,-1.11954016e-09,-3.544587781,30.13991614,95.50438123,114.3103906,2.546407596e-07,
71645000,-3.293765837,-17.59035755,162.462427,-126.4222437,-2.808392071e-07,-34.43853315,39.63045571,51.46740449,1.24594602,2.76779214e-09,29.67129143,-170.7062125,-46.85806251,-0.4976023377,-1.105392864e-09,-3.574565489,30.10757317,95.84597724,113.5935762,2.523411147e-07,
71844000,-3.276119626,-17.85335866,160.7301217,-127.5996215,-2.826695409e-07,-34.98319023,42.17120658,51.32329377,1.228204649,2.720823464e-09,29.66779704,-170.7733462,-46.85629234,-0.4942196995,-1.094837539e-09,-3.599980112,29.63102707,97.85068092,113.449931,2.513239423e-07,
72043000,-3.336048502,-17.60373609,161.9740593,-124.4599867,-2.749527656e-07,-33.98183,43.11186748,51.46174326,1.406978637,3.108249307e-09,29.67665848,-170.8219998,-46.85900785,-0.4911620523,-1.085058486e-09,-3.632990208,29.76728297,97.543004,112.4751754,2.484763285e-07,
72242000,-3.329096594,-17.48222091,162.8991425,-124.6061331,-2.745173448e-07,-34.14678454,39.71830482,51.51570236,1.292134351,2.84667602e-09,29.6747426,-170.9527098,-46.85729332,-0.4843150758,-1.06698511e-09,-3.587325334,29.71981847,97.42157222,113.6821444,2.504509181e-07,
72441000,-3.309233142,-17.41359104,163.5828332,-125.437544,-2.755898618e-07,-34.23927479,37.60347632,51.5471241,1.221523264,2.683721449e-09,29.6729463,-171.0314789,-46.85604188,-0.4802197895,-1.055056574e-09,-3.552729048,29.62131941,97.56406682,114.6725711,2.519389094e-07,
72640000,-3.314231361,-17.45326607,163.2502752,-125.2606037,-2.744471951e-07,-34.19944745,37.9692649,51.54616488,1.237265139,2.710859896e-09,29.67044041,-171.1440816,-46.85428346,-0.4743582052,-1.039323419e-09,-3.585609713,29.32551332,98.94935359,114.1278516,2.500552275e-07,
72839000,-3.300447213,-17.81417385,160.8072631,-126.4065144,-2.762012328e-07,-34.4930657,40.38876761,51.44119279,1.257179834,2.746967763e-09,29.6606996,-171.215192,-46.85031231,-0.4710685089,-1.029295868e-09,-3.627936578,28.87346648,101.010284,113.4492401,2.478892813e-07,
73038000,-3.326311152,-17.64266947,161.7910771,-124.9680439,-2.723141641e-07,-34.03519792,40.73486484,51.51119475,1.336483028,2.912290593e-09,29.66515109,-171.2852296,-46.85133926,-0.4671122726,-1.017870522e-09,-3.606675693,28.91003783,100.7352152,113.977239,2.483644265e-07,
73237000,-3.330246503,-17.55846178,162.3485932,-124.6644076,-2.709143835e-07,-34.09133584,38.99077458,51.54234407,1.281097361,2.78401597e-09,29.66773289,-171.381006,-46.85151875,-0.4618818098,-1.003738181e-09,-3.611162467,28.96699796,100.5349328,113.805703,2.47316796e-07,
