ACQ NUM,DATETIME,SWITCH_POS,ANT POS IDX,LEN FFT LOG2,SAMPLE RATE MHZ,AMP1,AMP2,VOLTAGE,PATCH PANNEL,HPF,LPF,ATTENUATOR,ADC,CLOCK,File Number
550, 2023-04-01 09:26:11.283196, 0, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 34
551, 2023-04-01 09:30:25.487725, 1, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 34
552, 2023-04-01 09:34:39.692214, 0, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 34
553, 2023-04-01 09:38:53.896839, 1, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 34
554, 2023-04-01 09:43:08.101305, 0, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 34
555, 2023-04-01 09:47:22.305939, 1, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 34
556, 2023-04-01 09:51:36.510523, 0, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 34
557, 2023-04-01 09:55:50.714963, 1, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 34
558, 2023-04-01 10:00:04.919463, 0, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 34
559, 2023-04-01 10:04:19.123993, 1, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 34
560, 2023-04-01 10:08:33.328614, 0, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 35
561, 2023-04-01 10:12:47.533091, 1, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 35
562, 2023-04-01 10:17:01.737610, 0, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 35
563, 2023-04-01 10:21:15.942294, 1, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 35
564, 2023-04-01 10:25:30.146769, 0, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 35
565, 2023-04-01 10:29:44.351312, 1, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 35
566, 2023-04-01 10:33:58.555838, 0, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 35
567, 2023-04-01 10:38:12.760390, 1, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 35
568, 2023-04-01 10:42:26.964988, 0, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 35
569, 2023-04-01 10:46:41.169485, 1, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 35
570, 2023-04-01 10:50:55.374048, 0, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 35
571, 2023-04-01 10:55:09.578555, 1, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 35
572, 2023-04-01 10:59:23.783167, 0, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 35
573, 2023-04-01 11:03:37.987626, 1, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 35
574, 2023-04-01 11:07:52.192245, 0, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 35
575, 2023-04-01 11:12:06.396763, 1, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 35
576, 2023-04-01 11:16:20.601314, 0, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 36
577, 2023-04-01 11:20:34.805811, 1, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 36
578, 2023-04-01 11:24:49.010303, 0, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 36
579, 2023-04-01 11:29:03.214913, 1, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 36
580, 2023-04-01 11:33:17.419377, 0, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 36
581, 2023-04-01 11:37:31.636707, 1, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 36
582, 2023-04-01 11:41:45.841300, 0, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 36
583, 2023-04-01 11:46:00.045767, 1, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 36
584, 2023-04-01 11:50:14.250294, 0, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 36
585, 2023-04-01 11:54:28.454843, 1, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 36
586, 2023-04-01 11:58:42.672158, 0, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 36
587, 2023-04-01 12:02:56.876706, 1, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 36
588, 2023-04-01 12:07:11.081154, 0, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 36
589, 2023-04-01 12:11:25.285774, 1, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 36
590, 2023-04-01 12:15:39.490296, 0, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 36
591, 2023-04-01 12:19:53.694776, 1, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 36
592, 2023-04-01 12:24:07.899324, 0, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 37
593, 2023-04-01 12:28:22.103948, 1, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 37
594, 2023-04-01 12:32:36.308554, 0, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 37
595, 2023-04-01 12:36:50.513007, 1, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 37
596, 2023-04-01 12:41:04.717591, 0, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 37
597, 2023-04-01 12:45:18.922065, 1, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 37
598, 2023-04-01 12:49:33.126505, 0, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 37
599, 2023-04-01 12:53:47.331133, 1, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 37
600, 2023-04-01 12:58:01.535745, 0, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 37
601, 2023-04-01 13:02:15.740218, 1, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 37
602, 2023-04-01 13:06:29.944856, 0, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 37
603, 2023-04-01 13:10:44.149417, 1, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 37
604, 2023-04-01 13:14:58.353846, 0, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 37
605, 2023-04-01 13:19:12.558382, 1, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 37
606, 2023-04-01 13:23:26.762849, 0, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 37
607, 2023-04-01 13:27:40.967587, 1, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 37
608, 2023-04-01 13:31:55.172085, 0, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 38
609, 2023-04-01 13:36:09.376640, 1, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 38
610, 2023-04-01 13:40:23.581147, 0, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 38
611, 2023-04-01 13:44:37.785678, 1, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 38
612, 2023-04-01 13:48:51.990198, 0, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 38
613, 2023-04-01 13:53:06.194823, 1, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 38
614, 2023-04-01 13:57:20.399299, 0, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 38
615, 2023-04-01 14:01:34.603788, 1, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 38
616, 2023-04-01 14:05:48.821120, 0, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 38
617, 2023-04-01 14:10:03.025686, 1, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 38
618, 2023-04-01 14:14:17.230307, 0, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 38
619, 2023-04-01 14:18:31.434852, 1, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 38
620, 2023-04-01 14:22:45.639281, 0, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 38
621, 2023-04-01 14:26:59.843937, 1, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 38
622, 2023-04-01 14:31:14.048423, 0, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 38
623, 2023-04-01 14:35:28.252999, 1, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 38
624, 2023-04-01 14:39:42.457601, 0, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 39
625, 2023-04-01 14:43:56.662051, 1, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 39
626, 2023-04-01 14:48:10.866605, 0, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 39
627, 2023-04-01 14:52:25.071161, 1, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 39
628, 2023-04-01 14:56:39.275809, 0, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 39
629, 2023-04-01 15:00:53.480245, 1, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 39
630, 2023-04-01 15:05:07.684848, 0, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 39
631, 2023-04-01 15:09:21.889276, 1, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 39
632, 2023-04-01 15:13:36.093831, 0, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 39
633, 2023-04-01 15:17:50.298369, 1, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 39
634, 2023-04-01 15:22:04.502931, 0, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 39
635, 2023-04-01 15:26:18.707475, 1, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 39
636, 2023-04-01 15:30:32.912083, 0, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 39
637, 2023-04-01 15:34:47.116705, 1, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 39
638, 2023-04-01 15:39:01.321158, 0, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 39
639, 2023-04-01 15:43:15.525760, 1, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 39
640, 2023-04-01 15:47:29.730293, 0, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 40
641, 2023-04-01 15:51:43.934762, 1, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 40
642, 2023-04-01 15:55:58.139313, 0, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 40
643, 2023-04-01 16:00:12.343852, 1, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 40
644, 2023-04-01 16:04:26.548518, 0, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 40
645, 2023-04-01 16:08:40.752971, 1, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 40
646, 2023-04-01 16:12:54.957617, 0, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 40
647, 2023-04-01 16:17:09.162085, 1, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 40
648, 2023-04-01 16:21:23.366704, 0, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 40
649, 2023-04-01 16:25:37.571224, 1, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 40
650, 2023-04-01 16:29:51.775714, 0, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 40
651, 2023-04-01 16:34:05.980215, 1, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 40
652, 2023-04-01 16:38:20.184826, 0, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 40
653, 2023-04-01 16:42:34.389378, 1, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 40
654, 2023-04-01 16:46:48.593900, 0, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 40
655, 2023-04-01 16:51:02.798390, 1, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 40
656, 2023-04-01 16:55:17.003066, 0, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 41
657, 2023-04-01 16:59:31.207469, 1, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 41
658, 2023-04-01 17:03:45.412166, 0, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 41
659, 2023-04-01 17:07:59.616694, 1, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 41
660, 2023-04-01 17:12:13.821148, 0, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 41
661, 2023-04-01 17:16:28.025770, 1, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 41
662, 2023-04-01 17:20:42.230138, 0, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 41
663, 2023-04-01 17:24:56.434765, 1, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 41
664, 2023-04-01 17:29:10.639419, 0, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 41
665, 2023-04-01 17:33:24.843841, 1, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 41
666, 2023-04-01 17:37:39.048367, 0, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 41
667, 2023-04-01 17:41:53.253029, 1, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 41
668, 2023-04-01 17:46:07.457455, 0, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 41
669, 2023-04-01 17:50:21.662072, 1, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 41
670, 2023-04-01 17:54:35.866648, 0, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 41
671, 2023-04-01 17:58:50.071112, 1, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 41
672, 2023-04-01 18:03:04.275630, 0, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 42
673, 2023-04-01 18:07:18.480202, 1, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 42
674, 2023-04-01 18:11:32.684848, 0, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 42
675, 2023-04-01 18:15:46.902017, 1, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 42
676, 2023-04-01 18:20:01.106547, 0, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 42
677, 2023-04-01 18:24:15.311075, 1, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 42
678, 2023-04-01 18:28:29.515734, 0, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 42
679, 2023-04-01 18:32:43.720153, 1, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 42
680, 2023-04-01 18:36:57.924771, 0, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 42
681, 2023-04-01 18:41:12.129310, 1, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 42
682, 2023-04-01 18:45:26.333776, 0, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 42
683, 2023-04-01 18:49:40.538367, 1, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 42
684, 2023-04-01 18:53:54.742982, 0, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 42
685, 2023-04-01 18:58:08.947535, 1, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 42
