Frequency,S11_Magnitude,S11_Magnitude (linear),S11_Phase,S11_Real,S11_Imaginary,S11_Quality Factor,S11_Group delay
265911111,-12.92043133,0.225932357236054,-132.7058663,-0.1532352124,-0.1660252985,-1.083467017,-0.0000002725162286
266000000,-13.52374014,0.210772037110056,-113.2926807,-0.08334520115,-0.1935934633,-2.322790762,-0.0000002970936536
266088888,-11.23255326,0.274392563447394,-102.3441548,-0.05866054197,-0.2680489128,-4.569492607,-0.0000001474104589
266177777,-9.082927726,0.351441961105027,-105.405915,-0.09336254107,-0.338813943,-3.629013725,8.381546639E-08
266266666,-7.781882808,0.408230886049861,-113.0638116,-0.1599269287,-0.3756006307,-2.348576526,0.000000218176427
266355555,-7.031977336,0.445042137891767,-121.3433436,-0.2314955004,-0.3800951694,-1.641911695,0.0000002464258336
266444444,-6.578698888,0.468883613800418,-129.2837124,-0.2968787548,-0.3629254032,-1.222470107,0.000000239749721
266533333,-6.281199465,0.485221489596047,-136.7241473,-0.3532711974,-0.3326249465,-0.9415569368,0.0000002271445971
266622222,-6.056474953,0.49793912561825,-143.7334131,-0.4014750662,-0.294552447,-0.7336755675,0.0000002162509844
266711111,-5.857268712,0.50949105592002,-150.4616743,-0.4432705235,-0.251181964,-0.5666561404,0.0000002091698703
266800000,-5.649308761,0.521836631301107,-157.0151496,-0.4804070479,-0.203770798,-0.4241627987,0.0000002066717601
266888888,-5.416942033,0.535985324076792,-163.5505001,-0.5140472793,-0.1517750382,-0.295255017,0.0000002099644723
266977777,-5.132060992,0.55385610910632,-170.2565232,-0.5458669193,-0.09373311064,-0.171714217,0.0000002224764917
267066666,-4.78941143,0.576141857545902,-177.4349671,-0.5755646028,-0.02578425882,-0.0447982011,0.0000002495302704
267155555,-4.395659185,0.602860793375714,174.3308007,-0.5999120915,0.05955349464,-0.09927036893,0.0000002968206789
267244444,-4.031049477,0.628705885822671,164.2309448,-0.6050444825,0.1708574409,-0.2823882307,0.0000003529044953
267333333,-3.978071788,0.632552258350494,151.4191529,-0.5554713023,0.3026119493,-0.5447841285,0.0000003616124553
267422222,-4.786836374,0.576312688347067,137.556067,-0.4252830814,0.388935233,-0.9145325784,0.0000002700650155
267511111,-6.520905902,0.472013809628016,129.8101745,-0.3022050101,0.3625867736,-1.199803979,0.0000001178772772
267600000,-7.786892225,0.407995514748529,131.8249775,-0.2720748241,0.3040322847,-1.117458353,-6.717771588E-10
267688888,-7.744908156,0.409972373471577,135.4243097,-0.2920331175,0.2877394747,-0.9852974115,-1.499635112E-08
267777777,-7.073772793,0.442905792653261,134.8564839,-0.3123962411,0.3139651728,-1.005022249,5.975680996E-08
267866666,-6.394630576,0.478926062283598,130.6938135,-0.3122677144,0.3631240114,-1.162861208,0.0000001409126052
267955555,-5.913943231,0.506177502261481,124.6291241,-0.2876414807,0.4165069535,-1.448007264,0.0000001856273753
268044444,-5.645279307,0.52207877166876,117.9919445,-0.2450363248,0.46100265,-1.88136453,0.0000001985078206
268133333,-5.544968904,0.528143032553665,111.5070012,-0.1936251129,0.4913698998,-2.53773848,0.0000001928577461
268222222,-5.544656293,0.528162041118078,105.493584,-0.1410881722,0.5089688294,-3.607452144,0.0000001789164141
268311111,-5.594089835,0.525164678024909,100.0210264,-0.09138368017,0.5171527453,-5.659136778,0.0000001630149682
268400000,-5.65223614,0.521660787920062,95.10826988,-0.04644766511,0.5195888683,-11.18654441,0.0000001484345133
268488888,-5.706102733,0.518435656435616,90.61723069,-0.005584847814,0.5184055741,-92.82358112,0.0000001363547298
268577777,-5.736148972,0.516645381487774,86.44593001,0.03202708036,0.5156517394,16.10049163,0.0000001281820169
268666666,-5.718141289,0.517717607530104,82.53565773,0.06725625248,0.5133304176,7.632456444,0.0000001264875072
268755555,-5.646075108,0.522030941015396,78.63990801,0.1028267877,0.5118036294,4.977337529,0.0000001350774518
268844444,-5.515307296,0.529949681159032,74.28221524,0.1435629738,0.5101336463,3.553378931,0.0000001488433389
268933333,-5.448715712,0.534028228680969,68.96023196,0.1917245962,0.4984253487,2.599694346,0.0000001538360156
269022222,-5.609413597,0.524238992310185,63.56053177,0.2334185045,0.4694063515,2.01100745,0.000000143210049
269111111,-5.876858346,0.508343275186087,59.38695648,0.2588673836,0.4374935006,1.690029445,0.0000001217199928
269200000,-6.094325109,0.495773996958012,56.1552165,0.2761188285,0.4117647977,1.491259397,0.0000001025663196
269288888,-6.247291076,0.487119422530397,53.1876664,0.2918799859,0.3899889814,1.336127862,0.0000000939929043
269377777,-6.368513038,0.480368308809687,50.24954516,0.3071691639,0.3693248122,1.202349896,9.236305848E-08
269466666,-6.475882691,0.474466840023219,47.30107785,0.3217577159,0.3486986586,1.083730526,9.316066083E-08
269555555,-6.591771995,0.46817842926823,44.32040294,0.3349554405,0.3271022692,0.9765545789,9.459347609E-08
269644444,-6.742828194,0.46010673481572,41.24651314,0.3459450205,0.3033483974,0.8768688071,9.484388551E-08
269733333,-6.94532948,0.449503964041764,38.14185242,0.3535277163,0.2776183846,0.7852803947,8.793854925E-08
269822222,-7.266348926,0.433194120640945,35.21531247,0.3539156181,0.2498016842,0.70582272,6.319096343E-08
269911111,-7.728207895,0.410761380945709,33.26581781,0.3434518666,0.2253125105,0.6560235432,2.305980678E-08
270000000,-8.190296103,0.389480030057275,33.57396366,0.3245040998,0.2153875184,0.6637435969,-1.017478305E-08
270088888,-8.29032227,0.38502052911053,35.27295312,0.3143347183,0.2223386892,0.7073309953,-2.150778605E-08
270177777,-8.125260321,0.392407215007174,35.83971213,0.3181081209,0.2297621504,0.7222769093,-1.114616936E-08
270266666,-7.944309729,0.400667866564541,35.57415493,0.3258885234,0.2330909899,0.7152476175,8.504327396E-09
270355555,-7.707742829,0.411730328286076,35.20675208,0.336415366,0.2373743136,0.7055989044,3.911482779E-08
270444444,-7.258437619,0.433588863499856,34.22873907,0.3584906367,0.2438929395,0.6803328022,9.565188222E-08
270533333,-6.679872174,0.463453740108678,30.2540398,0.4003313329,0.2335041609,0.5832772549,0.0000001586836179
270622222,-6.5393101,0.471014736515602,22.74619079,0.4343823564,0.1821176829,0.4192566301,0.000000175077614
270711111,-7.220974224,0.435463028680178,15.55861561,0.419506163,0.1168016633,0.2784265731,0.0000001196332645
270800000,-8.329259887,0.383298399350842,13.5639979,0.3726076556,0.08989548341,0.2412604305,3.477750577E-08
270888888,-8.975712667,0.3558069006118,15.70378999,0.342525997,0.09630416354,0.2811586986,-2.312754878E-08
270977777,-9.210901436,0.346301942954571,17.10919572,0.3309766311,0.1018798575,0.3078158636,-3.271670071E-08
271066666,-9.431072659,0.337634150130007,17.48638751,0.3220315245,0.1014520407,0.3150376067,-2.369709248E-08
271155555,-9.739744844,0.325846272895494,17.9073778,0.3100605911,0.1001909347,0.3231334056,-3.241682968E-08
271244444,-10.11464113,0.31208144163742,19.09623849,0.2949077223,0.1020992729,0.346207526,-5.965994186E-08
271333333,-10.47719632,0.299323065240999,21.49096946,0.2785127255,0.1096583749,0.3937284183,-9.546029855E-08
271422222,-10.73629501,0.290526163750358,25.24019431,0.2627890893,0.1238844072,0.4714214261,-0.0000001278599327
271511111,-10.76468015,0.289578285522626,30.10906675,0.2505060805,0.1452662624,0.5798911634,-0.000000144364187
271600000,-10.47468703,0.29940954997752,35.24480465,0.2445259486,0.1727806097,0.7065941701,-0.0000001365271393
271688888,-9.877403391,0.320722796808496,39.58696309,0.2471676727,0.2043801702,0.8268887595,-0.0000001044443399
271777777,-9.076606986,0.351697799228569,42.34561573,0.2599381008,0.2369040433,0.9113863743,-5.733614525E-08
271866666,-8.209582799,0.388616163533294,43.26958848,0.282965681,0.2663699419,0.9413506999,-7.459173078E-09
271955555,-7.391442652,0.426999992503047,42.57728666,0.3144280024,0.2889014103,0.9188157802,3.492137215E-08
272044444,-6.688776221,0.462978889558059,40.66459681,0.3511866756,0.3016908535,0.8590612185,0.0000000642454075
272133333,-6.133437162,0.49354657438814,38.06068504,0.388597958,0.3042693677,0.7829927086,7.840969732E-08
272222222,-5.740188862,0.516405140673497,35.24861124,0.4217251211,0.2980305212,0.7066937829,7.646704729E-08
272311111,-5.483676608,0.531883073410754,32.73971219,0.4473860724,0.2876548382,0.6429677987,0.0000000626374421
272400000,-5.277636569,0.544650832200074,31.09034037,0.4664140037,0.2812516776,0.6030086476,5.052953406E-08
272488888,-4.958630503,0.56502605497799,30.11781721,0.4887449522,0.2835186316,0.5800952629,5.735188352E-08
272577777,-4.457207925,0.598603985096715,28.47482318,0.5261888858,0.2853979459,0.5423868759,9.168065754E-08
272666666,-3.938533005,0.635438244522129,24.87126119,0.5765045793,0.2672531246,0.4635750248,0.0000001306299273
272755555,-3.702906053,0.652912070188854,19.04469484,0.6171744849,0.2130488831,0.3452004065,9.993233216E-08
272844444,-4.363901029,0.605069063552724,13.93206688,0.5872690695,0.1456832579,0.2480690121,5.011036513E-08
272933333,-4.573700297,0.590629296546366,17.9552272,0.5618642925,0.1820754865,0.3240559845,1.844651824E-08
273022222,-3.945812295,0.634905932720456,17.39832657,0.6058583908,0.1898450779,0.3133489291,3.037826811E-08
273111111,-3.581433391,0.662107230282678,14.36011839,0.6414203724,0.1642129416,0.2560145401,8.789582857E-08
273200000,-3.413819625,0.675008153492255,10.86909231,0.6628988958,0.1272833896,0.1920102603,0.0000001058500035
273288888,-3.424044726,0.6742139958567,7.156494175,0.6689615879,0.08399348864,0.1255580143,8.356187306E-08
273377777,-3.721983745,0.65147958754594,4.06411695,0.6498413539,0.04617215369,0.07105142419,4.129827442E-08
273466666,-4.089569498,0.624484301062694,4.392840078,0.6226497732,0.04783202009,0.07682010361,1.021761122E-08
273555555,-3.907726484,0.637695974967059,5.643187194,0.6346054218,0.06270657955,0.09881191902,6.230835074E-09
273644444,-3.594368663,0.6611219353546,4.732139215,0.6588683478,0.05454093637,0.08277971852,3.063989424E-08
273733333,-3.376796167,0.677891505108368,2.897532523,0.6770248446,0.03426736785,0.05061463863,5.535355218E-08
273822222,-3.240390086,0.688621369450343,0.8632782069,0.6885432069,0.01037509803,0.01506818733,6.331252695E-08
273911111,-3.161711963,0.694887343863069,-1.278961721,0.6947142282,-0.01551005182,0.02232580129,6.311232211E-08
274000000,-3.141246563,0.69652654432498,-3.309630637,0.6953648264,-0.04021175466,0.057828284,5.637066068E-08
274088888,-3.185520573,0.692985218849793,-5.113997214,0.6902266658,-0.06177105624,0.08949387108,3.909961386E-08
274177777,-3.288822469,0.684792312905278,-6.23852103,0.6807370613,-0.07441481769,0.1093150673,1.631876565E-08
274266666,-3.33514287,0.681150149850768,-6.070392183,0.6773307528,-0.07203178445,0.1063465436,5.289157188E-09
274355555,-3.103572263,0.699554229780416,-5.442438921,0.6964006293,-0.06634970998,0.09527520107,1.628710177E-08
274444444,-2.687072784,0.73391600845619,-6.358304477,0.7294015257,-0.08127805225,0.111431152,4.369345977E-08
274533333,-2.354849372,0.76253104771813,-8.700504424,0.7537562637,-0.1153477077,0.153030513,7.020798149E-08
274622222,-2.145544069,0.781129062837622,-11.43232173,0.7656310842,-0.154827826,0.2022224922,8.225225153E-08
274711111,-2.008542206,0.793547430425237,-14.13872137,0.7695086211,-0.1938401567,0.2519012151,8.380369189E-08
274800000,-1.911087836,0.802501047944646,-16.7995727,0.7682516298,-0.2319425905,0.3019096627,8.278298079E-08
274888888,-1.841088747,0.80899448808948,-19.4254864,0.7629423249,-0.2690559247,0.3526556543,8.219779914E-08
274977777,-1.796424955,0.813165139777797,-22.0342327,0.7537714536,-0.3050674357,0.4047213969,8.187616784E-08
275066666,-1.772733946,0.815386098120739,-24.67290772,0.7409459659,-0.340372685,0.4593758528,8.130642448E-08
275155555,-1.767169788,0.815908599643942,-27.27606527,0.7251867036,-0.373913209,0.5156095763,0.00000008031071
275244444,-1.781447073,0.814568565237699,-29.8136143,0.7067582495,-0.4049873137,0.5730209927,7.889210921E-08
275333333,-1.804687234,0.812392000458165,-32.31360907,0.6865808226,-0.4342666652,0.6325062554,7.790447891E-08
275422222,-1.834761128,0.809584050488239,-34.77688907,0.6649756182,-0.4617724136,0.6944200673,0.0000000776252953
275511111,-1.86605095,0.806672872770574,-37.25916009,0.6420351517,-0.488376891,0.760670019,7.844161271E-08
275600000,-1.901648434,0.803373641075059,-39.76090156,0.6175695085,-0.5138259524,0.8320131504,8.045808494E-08
275688888,-1.940648696,0.799774522506485,-42.37227655,0.590858642,-0.539004037,0.9122385604,8.337717231E-08
275777777,-1.984171704,0.795777058698524,-45.09364052,0.5617789639,-0.5636182421,1.003274025,8.706380612E-08
275866666,-2.039476545,0.790726279670534,-47.93300478,0.5297858945,-0.5870050726,1.108004344,0.000000091444599
275955555,-2.104455489,0.784832945684305,-50.91076384,0.494860721,-0.6091597651,1.230972149,9.689561541E-08
276044444,-2.187891314,0.777330009419954,-54.09486902,0.4558612162,-0.629628855,1.381185397,0.0000001041678831
276133333,-2.287993388,0.76842295604997,-57.51602625,0.4126920619,-0.6481968077,1.570654896,0.0000001132977749
276222222,-2.421892639,0.756668000523722,-61.29725571,0.3634015428,-0.6636910288,1.826329695,0.0000001251191794
276311111,-2.59398767,0.741823550230939,-65.43723714,0.3083684699,-0.6746933128,2.187945197,0.0000001408015812
276400000,-2.832391846,0.721739389149999,-70.15335731,0.2450332287,-0.6788714625,2.770528169,0.0000001615737065
276488888,-3.176685632,0.693690454422298,-75.6162566,0.1723231558,-0.6719458137,3.899335585,0.000000188976841
276577777,-3.709597789,0.652409250926349,-82.05957134,0.09012605062,-0.6461541037,7.16944878,0.0000002179687466
276666666,-4.612996255,0.5879632573476,-89.72012232,0.002872063818,-0.5879562426,204.7155913,0.0000002155832901
276755555,-6.268196287,0.485948432576788,-97.9764675,-0.06743329837,-0.4812469526,-7.13663671,1.514804798E-08
276844444,-9.457441747,0.336610696644874,-102.151178,-0.07085381166,-0.3290691394,-4.644339262,-0.0000002983341591
276933333,-13.33902554,0.215302326638732,-78.26773418,0.04377929681,-0.2108043289,4.815160229,-0.0000004294973969
277022222,-10.60642217,0.294902796912315,-51.84096385,0.1822046273,-0.231881723,1.272644534,-0.0000003314725292
277111111,-8.311879075,0.384066162659674,-54.41190519,0.2235088425,-0.3123309376,1.397398573,-4.391343224E-08
277200000,-7.616118906,0.416096492300921,-61.04342158,0.2014517232,-0.3640789669,1.807276508,0.0000001516341526
277288888,-7.713774382,0.411444518615177,-66.64034738,0.1631383747,-0.377720085,2.315335589,0.0000001256313525
277377777,-8.25030829,0.386798325679885,-69.98823751,0.1323674346,-0.3634443658,2.745723424,4.769886828E-08
277466666,-8.933621375,0.357535303660279,-70.04031261,0.1220478588,-0.3360592411,2.753503783,-2.694861283E-08
277555555,-9.324105085,0.341817855957943,-66.97526743,0.1336946853,-0.3145873134,2.353027816,-0.0000000633500724
277644444,-9.169599406,0.347952554881714,-63.83504898,0.1534320797,-0.312297258,2.035410448,-5.186224999E-08
277733333,-8.755643341,0.364936945700655,-62.95484507,0.1659341151,-0.3250305274,1.958792664,-2.745387273E-09
277822222,-8.290758259,0.385001203455986,-63.75255342,0.1702662895,-0.3453046732,2.02802724,6.176302389E-08
277911111,-7.768217313,0.408873660495387,-66.57725269,0.1625322773,-0.375181195,2.308348847,0.0000001263347925
278000000,-7.384844974,0.427324458827239,-71.90594134,0.1327175174,-0.4061923851,3.060578537,0.0000001781139169
278088888,-7.362923779,0.428404289886148,-79.09174318,0.08106992109,-0.4206636465,5.188899173,0.0000001956741513
278177777,-7.758790627,0.409317646782687,-85.9935705,0.02859837556,-0.408317363,14.27764182,0.0000001869275758
278266666,-8.256390991,0.386527546861479,-90.84098924,-0.005673259669,-0.38648591,-68.12413542,0.0000002005253258
278355555,-8.339475609,0.382847856195108,-95.93976783,-0.03961821213,-0.3807924346,-9.611550197,0.0000002752825483
278444444,-8.270042883,0.385920506266592,-106.2027368,-0.1076860905,-0.3705918821,-3.44140901,0.0000004169565176
278533333,-8.685615113,0.367891068503553,-122.3579595,-0.1968979228,-0.3107652591,-1.578306437,0.0000006099426532
278622222,-9.875769265,0.320783141895423,-144.3450196,-0.2606497076,-0.186985438,-0.7173821128,0.0000008581523306
278711111,-12.05351852,0.249645690808952,-174.4595729,-0.2484794267,-0.02410280865,-0.09700122448,0.000001157639036
278800000,-15.04264419,0.176957017734671,142.5435254,-0.1404712348,0.1076179275,-0.7661207477,0.000001339923177
278888888,-16.71127299,0.146028071736721,88.97529069,0.002611507316,0.1460047182,55.9082172,0.000001284535114
278977777,-15.66093745,0.164798451838606,49.54957231,0.1069195714,0.1254062796,1.17290294,0.000001053159721
279066666,-13.33831535,0.215319931261512,26.51384063,0.1926739912,0.09612182848,0.498883258,0.0000007980575385
279155555,-11.17295041,0.276281928943958,5.268484388,0.2751147363,0.02536900074,0.09221243865,0.0000006812962042
279244444,-10.08661137,0.313090169340487,-16.57353112,0.3000826664,-0.08930759994,0.2976099919,0.000000668868158
279333333,-10.11837376,0.311947358159492,-37.91427075,0.2461049596,-0.1916859489,0.778878854,0.0000006681078843
279422222,-11.28988072,0.272587517207258,-58.91382085,0.140744231,-0.2334416755,1.658623404,0.0000006786515357
279511111,-14.06513298,0.198035637613534,-80.45876585,0.03282586541,-0.1952961246,5.949458518,-0.0000005508096809
279600000,-20.40977996,0.0953917908177116,-103.885665,-0.02289261501,-0.09260411397,-4.045152287,-0.000001090799016
279688888,-33.40886392,0.021357814195389,72.70131044,0.006350810917,0.02039174901,3.210889015,-0.00000106740843
279777777,-18.05699292,0.125069194842801,39.03420167,0.09715001866,0.07876660052,0.810772881,-0.0000004940271358
279866666,-14.05186523,0.198338369425039,18.8649418,0.1876843027,0.0641304241,0.3416930621,0.0000006433800594
279955555,-12.57618423,0.235066525718218,2.076959835,0.2349120985,0.008519245554,0.03626567388,0.0000004827061945
280044444,-12.34496164,0.241408144496947,-11.76100683,0.2363401025,-0.04920618041,0.2082007238,0.0000003933177277
280133333,-12.91305332,0.226124351312347,-22.88591168,0.2083240817,-0.08793917914,0.4221268056,0.000000316995284
280222222,-14.08012829,0.197694044062019,-31.58453754,0.1684092915,-0.1035434478,0.614832156,0.0000002673633224
280311111,-15.81417137,0.161916620789518,-38.73058366,0.1263105974,-0.1013046153,0.8020278376,0.0000002996383558
280400000,-18.57155719,0.117875117999947,-46.61685589,0.08096532189,-0.08566889802,1.058093712,-0.0000009115425731
280488888,-25.28941165,0.0543912973123319,-63.31194935,0.02442890867,-0.04859672466,1.989312143,-0.000001380669322
280577777,-25.66771317,0.0520732089638055,126.5531393,-0.0310131407,0.04183066096,-1.348804411,-0.000001250185079
280666666,-14.64267274,0.1852961359896,95.58930119,-0.01804729883,0.1844151648,-10.21843582,-0.0000005906881864
280755555,-10.30409478,0.30534812743212,73.96238149,0.08435804748,0.2934641356,3.478792413,0.0000006303767946
280844444,-8.130369994,0.392176440384675,57.49365752,0.2107528605,0.3307349273,1.569302198,0.0000004737331172
280933333,-6.863342911,0.453766943184476,44.74054794,0.3223113436,0.3194054422,0.9909841791,0.0000003752182248
281022222,-6.036448001,0.499088542502314,34.40282448,0.4117907927,0.2819888585,0.684786701,0.000000310513682
281111111,-5.466148988,0.532957466177801,25.472807,0.4811484078,0.2292157726,0.4763930814,0.0000002705974002
281200000,-5.076486826,0.557411158935222,17.44527675,0.5317723192,0.1671089483,0.3142490541,0.0000002462733797
281288888,-4.831206691,0.573376204473681,9.92368364,0.5647974494,0.09881352665,0.174953918,0.0000002311875276
281377777,-4.713349845,0.581209236926838,2.773596159,0.5805283752,0.02812441323,0.04844623351,0.0000002228991509
281466666,-4.716896919,0.580971935813445,-4.180987216,0.57942581,-0.04235706534,0.07310179252,0.0000002200587157
281555555,-4.852707335,0.571958651094443,-11.16629654,0.5611310399,-0.110763959,0.1973941042,0.0000002234288197
281644444,-5.140437958,0.553322209022709,-18.31580853,0.5252902461,-0.1738839393,0.3310244966,0.0000002331202156
281733333,-5.647988502,0.521915956724459,-25.90764903,0.46946312,-0.228036499,0.4857388989,0.0000002473961934
281822222,-6.489447327,0.473726449875691,-34.10959209,0.3922296138,-0.2656551888,0.6772950829,0.0000002583486297
281911111,-7.907109513,0.402387540090722,-42.85284518,0.294991468,-0.2736709087,0.9277248272,0.0000002301048428
282000000,-10.35347449,0.303617133357722,-51.17904288,0.190334189,-0.236550756,1.242817999,-0.0000001021445564
282088888,-14.90288681,0.1798273148418,-54.18974451,0.1052174726,-0.145832598,1.386011224,-0.0000006893983725
282177777,-22.63370599,0.0738439127522293,-12.09799297,0.07220388216,-0.01547652562,0.2143447854,-0.0000009423315288
282266666,-16.03041013,0.157935403210049,47.90926643,0.1058651448,0.1172013767,1.107081815,-0.0000007895148721
282355555,-10.78786061,0.288806504042526,48.54468473,0.1912002276,0.2164524656,1.132072217,-0.0000002683030983
282444444,-7.914922837,0.402025738282737,41.81145409,0.2996469642,0.2680231167,0.8944629804,0.0000001815309337
282533333,-6.184443517,0.490656802317797,33.87946259,0.4073492402,0.2735154368,0.6714519381,0.0000002273770798
282622222,-5.187415571,0.550337645477501,26.1968918,0.493808239,0.2429505035,0.4919936209,0.0000002066559379
282711111,-4.679343196,0.583489224517408,19.97158764,0.5483994133,0.1992931473,0.3634087537,0.0000001637201752
282800000,-4.387341766,0.603438356245964,15.70040016,0.5809239846,0.1632947456,0.2810948591,0.0000001185722828
282888888,-4.104898934,0.62338314160001,12.93244763,0.6075707834,0.1395144593,0.2296266758,8.899648122E-08
282977777,-3.730580636,0.65083510223768,10.74487283,0.6394240657,0.121339171,0.1897632221,8.123862267E-08
283066666,-3.293148181,0.684451360284854,8.210056704,0.6774365423,0.09774147463,0.1442813733,8.788553915E-08
283155555,-2.898635055,0.716255957483958,5.063399752,0.7134608742,0.06321532752,0.08860377606,9.730937922E-08
283244444,-2.5985007,0.741438212346122,1.711480331,0.7411074537,0.02214418281,0.02987985439,0.0000001008189673
283333333,-2.38698063,0.759715467404668,-1.575359123,0.7594283183,-0.02088589964,0.02750213436,9.754182992E-08
283422222,-2.234938444,0.773130982920311,-4.601618795,0.7706388819,-0.06202604632,0.08048652589,9.140601222E-08
283511111,-2.113046615,0.784057059092719,-7.38676298,0.7775500845,-0.1008034623,0.1296424042,8.523888495E-08
283600000,-2.001800024,0.79416363883341,-10.00779798,0.7820797325,-0.1380115113,0.176467316,8.059724677E-08
283688888,-1.90873572,0.802718392538218,-12.51050817,0.783658884,-0.1738837867,0.2218870866,7.731399287E-08
283777777,-1.823568145,0.810627985192563,-14.9353218,0.7832428464,-0.2089219326,0.2667396627,7.505816416E-08
283866666,-1.751772828,0.817356194949357,-17.29311622,0.780408851,-0.2429674354,0.311333521,7.338282129E-08
283955555,-1.695474862,0.822671130044929,-19.62581523,0.774879051,-0.2763154801,0.3565917542,7.187362246E-08
284044444,-1.650733751,0.826919650582781,-21.90652754,0.7672108872,-0.3085183349,0.4021297665,7.032005204E-08
284133333,-1.613618978,0.830460634986333,-24.12841011,0.7579046133,-0.3394782221,0.4479168172,6.877966541E-08
284222222,-1.589546489,0.832765405516786,-26.29304117,0.7466076938,-0.3688836838,0.4940796711,6.765436353E-08
284311111,-1.569584384,0.834681486463922,-28.43731863,0.7339676469,-0.3974728635,0.5415400327,6.685283372E-08
284400000,-1.555968011,0.835990995101439,-30.57678498,0.71974495,-0.4252624493,0.5908515918,6.641088724E-08
284488888,-1.550509771,0.836516499533771,-32.68300498,0.7040716708,-0.4517111206,0.6415697994,6.610662176E-08
284577777,-1.55243514,0.836331092568188,-34.79595324,0.6867863253,-0.4772569956,0.6949133639,6.601680049E-08
284666666,-1.561354539,0.835472718552852,-36.90468821,0.6680736672,-0.5016893845,0.7509491979,6.655189115E-08
284755555,-1.574316006,0.834226919121852,-39.02864464,0.6480535319,-0.5253200666,0.8106121497,6.752970177E-08
284844444,-1.59731526,0.832020902462559,-41.21497517,0.6258816702,-0.548207002,0.8758956015,6.901861739E-08
284933333,-1.633681994,0.828544617427314,-43.44557555,0.6015465103,-0.5697613352,0.9471609019,7.079137906E-08
285022222,-1.684009012,0.823757818075756,-45.73921534,0.574921402,-0.5899511202,1.026142214,7.212652534E-08
285111111,-1.757777131,0.816791375617168,-48.09315936,0.5455524516,-0.6078821216,1.114250554,7.259300855E-08
285200000,-1.854116349,0.807782020638947,-50.43144175,0.5145580078,-0.6226892078,1.210143848,0.0000000728233567
285288888,-1.969806531,0.79709424482336,-52.71435823,0.4828709548,-0.6341883601,1.313370278,7.356138867E-08
285377777,-2.100169738,0.785220289834879,-55.08036754,0.4494811894,-0.6438459163,1.432420158,7.567610345E-08
285466666,-2.261603815,0.77076113794363,-57.53840095,0.4136938838,-0.6503307638,1.572009617,7.775617831E-08
285555555,-2.47446045,0.752102405130231,-60.12761207,0.3745995739,-0.6521757332,1.740994327,7.492130637E-08
285644444,-2.771579488,0.726810220191206,-62.63174005,0.3341203946,-0.6454584867,1.931814092,6.014498574E-08
285733333,-3.17507613,0.693819007704746,-64.521122,0.2984659027,-0.6263408979,2.098534178,4.062916786E-08
285822222,-3.541273875,0.665175594209273,-64.96485574,0.2814850808,-0.602681276,2.141077155,3.842822646E-08
285911111,-3.617574476,0.659357994447494,-65.46172921,0.273832008,-0.599807466,2.190421311,4.999289795E-08
286000000,-3.739031442,0.6502021899313,-68.30996036,0.2403051261,-0.6041658168,2.514161169,5.071678563E-08
286088888,-4.294546901,0.609919691494025,-70.84744336,0.2001052275,-0.5761596376,2.879283288,3.664028479E-08
286177777,-4.781172059,0.576688640768996,-70.38669451,0.1935772661,-0.5432288932,2.806263897,2.043782037E-08
286266666,-4.925145087,0.567208519893662,-70.28574908,0.1913361186,-0.5339625406,2.790704361,2.465500135E-08
286355555,-5.088357255,0.556649902390243,-71.86086285,0.1732993804,-0.5289862367,3.052441592,4.547978672E-08
286444444,-5.446177966,0.534184277865872,-74.05516434,0.146746685,-0.5136324106,3.500129563,4.841687524E-08
286533333,-6.030428069,0.499434565835702,-75.77876185,0.122694451,-0.4841290709,3.945810645,2.017043103E-08
286622222,-6.785384438,0.45785796966733,-76.0735093,0.1101958036,-0.4443993758,4.032815782,-3.070944154E-08
286711111,-7.543972011,0.419567074329645,-74.07896337,0.1150924141,-0.4034727575,3.505641625,-8.063451147E-08
286800000,-8.025455343,0.39694216386634,-69.99154679,0.1358172459,-0.3729835883,2.746216697,-0.000000103394936
286888888,-8.092867365,0.393873381647105,-65.91820514,0.1607162507,-0.3595921684,2.237435025,-8.800648065E-08
286977777,-7.917405141,0.401910861447616,-63.61067797,0.1786366138,-0.3600295832,2.015429959,-0.0000000469893805
287066666,-7.768100073,0.408879179408645,-63.18850168,0.1844276765,-0.3649227528,1.978676734,-7.129618882E-09
287155555,-7.773022799,0.408647512880298,-63.83808824,0.1801764844,-0.3667822573,2.035683283,1.355909419E-08
287244444,-7.965401592,0.399696108936381,-64.66375956,0.1710418055,-0.361250163,2.112057705,1.143509611E-08
287333333,-8.330001008,0.383265695921937,-65.04250681,0.1617173393,-0.3474767558,2.148667281,-9.536270982E-09
287422222,-8.815974418,0.362410923284085,-64.41591006,0.1565018329,-0.326877429,2.088649206,-4.472467856E-08
287511111,-9.339607349,0.341208335806631,-62.43620773,0.1578893503,-0.3024798861,1.915771301,-8.806118223E-08
287600000,-9.808038751,0.323294311028125,-58.81095159,0.1674223249,-0.2765664055,1.651908763,-0.0000001299595612
287688888,-10.07585145,0.313478260002067,-53.75517928,0.1853398666,-0.2528196062,1.364086479,-0.0000001575326344
287777777,-10.03794504,0.314849311542662,-47.9628685,0.2108269003,-0.2338420558,1.109166124,-0.0000001603898931
287866666,-9.660759248,0.328822886666548,-42.65527982,0.2418307153,-0.2228057358,0.9213293501,-0.0000001365062187
287955555,-9.030506232,0.353569413727404,-38.69848635,0.2759421617,-0.2210593896,0.8011076969,-9.337335832E-08
