,can freq,num bins,idx,delta
54,101.93197030372336,2,1452123,1707.0
55,102.1151830783065,1,1457246,5123.0
56,102.49970459935233,14,1467998,10752.0
57,102.54261994768333,1,1469198,1200.0
58,103.06168108574687,1,1483712,14514.0
59,103.33644660343614,2,1491395,7683.0
60,104.13030902197923,1,1513593,22198.0
61,105.29045393852749,1,1546033,32440.0
62,105.6903892221822,1,1557216,11183.0
63,106.75608460961195,1,1587015,29799.0
64,107.30565140778077,1,1602382,15367.0
65,108.52695069570072,1,1636532,34150.0
66,108.7712105532847,1,1643362,6830.0
67,111.51911606970941,1,1720199,76837.0
68,111.58019891550055,1,1721907,1708.0
69,111.6412459985014,1,1723614,1707.0
70,112.19081279667023,1,1738981,15367.0
71,112.25189564246136,1,1740689,1708.0
72,120.00004720688317,1,1957343,216654.0
73,124.99804019909288,2,2097097,139754.0
74,128.00619154035488,1,2181211,84114.0
75,143.24214155599037,1,2607239,426028.0
76,143.9138382829512,1,2626021,18782.0
77,143.97542180780619,10,2627743,1722.0
78,144.00045576099927,1,2628443,700.0
79,144.00696458882948,1,2628625,182.0
80,145.449528260186,6,2668962,40337.0
81,149.99902009954644,14,2796175,127213.0
82,151.48585810526447,1,2837750,41575.0
83,151.60798803405646,1,2841165,3415.0
84,152.1575548322253,1,2856532,15367.0
85,152.3407676068084,1,2861655,5123.0
86,153.2872656142488,1,2888121,26466.0
87,153.31780703714438,2,2888975,854.0
88,153.34831269724967,1,2889828,853.0
89,153.4399012031461,3,2892389,2561.0
90,153.50098404893723,1,2894097,1708.0
91,153.56203113193808,3,2895804,1707.0
92,153.62311397772922,1,2897512,1708.0
93,153.68416106073008,3,2899219,1707.0
94,153.7452439065212,1,2900927,1708.0
95,153.8673738353132,1,2904342,3415.0
96,154.11163369289721,2,2911172,6830.0
97,154.23372785889893,4,2914586,3414.0
98,154.3558935504812,1,2918002,3416.0
99,154.4780234792732,1,2921417,3415.0
100,154.66120049106604,1,2926539,5122.0
101,154.6917419139616,1,2927393,854.0
102,154.78333041985803,3,2929954,2561.0
103,154.8138718427536,1,2930808,854.0
104,154.84441326564917,1,2931662,854.0
105,154.90546034865002,3,2933369,1707.0
106,154.96650743165088,2,2935076,1707.0
107,154.99883699406024,2,2935980,904.0
108,155.4856043325047,1,2949591,13611.0
109,155.51610999260998,1,2950444,853.0
110,155.57715707561084,5,2952151,1707.0
111,155.60773426129668,1,2953006,855.0
112,155.6382041586117,4,2953858,852.0
113,155.69928700440283,3,2955566,1708.0
114,155.76036985019397,1,2957274,1708.0
115,155.82141693319483,2,2958981,1707.0
116,155.88246401619568,4,2960688,1707.0
117,155.94354686198682,3,2962396,1708.0
118,155.97305116396439,25,2963221,825.0
119,156.00462970777795,1,2964104,883.0
120,156.03517113067352,1,2964958,854.0
121,156.24888956536194,2,2970934,5976.0
122,156.37098373136365,4,2974348,3414.0
123,156.43206657715479,3,2976056,1708.0
124,156.49311366015564,4,2977763,1707.0
125,156.67632643473877,3,2982886,5123.0
126,157.04271622111474,3,2993131,10245.0
127,157.22592899569787,1,2998254,5123.0
128,157.34805892448986,1,3001669,3415.0
129,157.59228301928357,4,3008498,6829.0
130,157.8976257226587,2,3017036,8538.0
131,158.14188558024267,2,3023866,6830.0
132,158.17246276592851,1,3024721,855.0
133,158.20293266324353,3,3025573,852.0
134,158.32506259203552,3,3028988,3415.0
135,158.44712099524696,6,3032401,3413.0
136,158.69145237841153,2,3039233,6832.0
137,158.96625365889108,1,3046917,7684.0
138,159.0578421647875,3,3049478,2561.0
139,159.11888924778836,3,3051185,1707.0
140,159.57686754006076,2,3063991,12806.0
141,159.60740896295633,2,3064845,854.0
142,159.6379503858519,2,3065699,854.0
143,159.66845604595719,3,3066552,853.0
144,159.72953889174832,1,3068260,1708.0
145,159.9737987493323,2,3075090,6830.0
146,159.99879693973512,2,3075789,699.0
147,160.03484583233316,2,3076797,1008.0
148,160.2180943697066,1,3081921,5124.0
149,160.23901560201796,5,3082506,585.0
150,160.24860002981188,2,3082774,268.0
151,160.27914145270745,1,3083628,854.0
152,160.34011701012776,4,3085333,1705.0
153,160.40127138149944,1,3087043,1710.0
154,160.49285988739587,2,3089604,2561.0
155,160.52340131029143,1,3090458,854.0
156,160.64553123908343,2,3093873,3415.0
157,160.70657832208428,2,3095580,1707.0
158,160.7981668279807,5,3098141,2561.0
159,160.8897910966674,1,3100703,2562.0
160,160.9202967567727,2,3101556,853.0
161,160.95083817966827,2,3102410,854.0
162,161.01188526266913,4,3104117,1707.0
163,161.07296810846026,3,3105825,1708.0
164,161.13397942867084,6,3107531,1706.0
165,161.16459237714696,2,3108387,856.0
166,161.19506227446197,4,3109239,852.0
167,161.31722796604424,2,3112655,3416.0
168,161.56148782362823,1,3119485,6830.0
169,161.59199348373352,4,3120338,853.0
170,161.65307632952465,3,3122046,1708.0
171,161.7141234125255,3,3123753,1707.0
172,161.8057476812122,1,3126315,2562.0
173,161.86679476421307,4,3128022,1707.0
174,162.11109038458733,1,3134853,6831.0
175,162.1721374675882,2,3136560,1707.0
176,162.35531447938104,3,3141682,5122.0
177,162.42501615762865,1,3143631,1949.0
178,162.4774801709633,1,3145098,1467.0
179,162.53852725396416,3,3146805,1707.0
180,162.54979253290105,2,3147120,315.0
181,162.78278711154815,2,3153635,6515.0
182,163.33238967250725,1,3169003,15368.0
183,163.66823803598766,2,3178394,9391.0
184,163.8514150477805,2,3183516,5122.0
185,163.88195647067607,3,3184370,854.0
186,163.94296779088666,5,3186076,1706.0
187,164.0040506366778,4,3187784,1708.0
188,164.24834625705205,3,3194615,6831.0
189,164.4315232688449,3,3199737,5122.0
190,164.46206469174047,3,3200591,854.0
191,164.49257035184576,4,3201444,853.0
192,164.5536531976369,4,3203152,1708.0
193,164.67571160084833,5,3206565,3413.0
194,164.99875688541002,2,3215598,9033.0
195,165.04220867559516,1,3216813,1215.0
196,165.10321999580574,4,3218519,1706.0
197,165.1337614187013,2,3219373,854.0
198,165.2863970075986,4,3223641,4268.0
199,165.34744409059945,5,3225348,1707.0
200,165.469645544972,1,3228765,3417.0
201,165.591775473764,1,3232180,3415.0
202,165.6833639796604,2,3234741,2561.0
203,165.74444682545155,1,3236449,1708.0
204,165.8971181771391,1,3240718,4269.0
205,165.95816526013996,1,3242425,1707.0
206,166.08029518893196,2,3245840,3415.0
207,166.11083661182752,1,3246694,854.0
208,166.23296654061951,1,3250109,3415.0
209,166.32455504651594,1,3252670,2561.0
210,166.35506070662123,2,3253523,853.0
211,166.4161435524124,3,3255231,1708.0
212,166.47719063541325,1,3256938,1707.0
213,166.53827348120439,1,3258646,1708.0
214,166.56877914130968,3,3259499,853.0
215,166.59932056420524,3,3260353,854.0
216,166.6298619871008,3,3261207,854.0
217,166.69094483289194,2,3262915,1708.0
218,167.05729885647764,3,3273159,10244.0
219,167.0878402793732,2,3274013,854.0
220,167.11838170226878,1,3274867,854.0
221,167.30155871406163,2,3279989,5122.0
222,167.36264155985276,1,3281697,1708.0
223,167.69852568612345,1,3291089,9392.0
224,167.7595727691243,2,3292796,1707.0
225,167.79011419201987,2,3293650,854.0
226,167.91224412081186,2,3297065,3415.0
227,167.94274978091715,1,3297918,853.0
228,167.9716818782503,3,3298727,809.0
229,167.99532108262264,1,3299388,661.0
230,167.99975566861684,2,3299512,124.0
231,168.49235234187626,2,3313286,13774.0
232,168.52285800198155,3,3314139,853.0
233,168.64498793077354,2,3317554,3415.0
234,168.76711785956553,3,3320969,3415.0
235,168.8281649425664,3,3322676,1707.0
236,169.04191914004508,1,3328653,5977.0
237,169.3777675035255,2,3338044,9391.0
238,169.409596386871,1,3338934,890.0
239,169.83578155858817,1,3350851,11917.0
240,169.95787572458988,3,3354265,3414.0
241,169.99850225434324,4,3355401,1136.0
242,170.0494642304863,4,3356826,1425.0
243,170.11054707627744,2,3358534,1708.0
244,170.23267700506943,3,3361949,3415.0
245,170.26318266517472,4,3362802,853.0
246,170.2937240880703,3,3363656,854.0
247,170.3255529714158,1,3364546,890.0
248,170.35609439431136,1,3365400,854.0
249,170.50747828554898,2,3369633,4233.0
250,170.56852536854984,3,3371340,1707.0
251,170.6614013348962,1,3373937,2597.0
252,170.72248418068733,1,3375645,1708.0
253,170.78224380323826,3,3377316,1671.0
254,172.79869297015125,1,3433700,56384.0
255,174.9986767767598,9,3495216,61516.0
256,176.00854644856895,1,3523454,28238.0
257,176.3391376818788,2,3532698,9244.0
258,176.7971159741512,2,3545504,12806.0
259,177.46881270111206,1,3564286,18782.0
260,177.59094262990405,1,3567701,3415.0
261,177.62148405279962,1,3568555,854.0
262,177.9878738391756,1,3578800,10245.0
263,178.50693497723913,1,3593314,14514.0
264,178.53744063734442,2,3594167,853.0
265,178.56798206023998,3,3595021,854.0
266,178.59852348313555,3,3595875,854.0
267,178.81224191782397,2,3601851,5976.0
268,178.84278334071954,1,3602705,854.0
269,178.9038304237204,2,3604412,1707.0
270,178.93437184661596,2,3605266,854.0
271,178.96491326951153,1,3606120,854.0
272,179.05650177540795,1,3608681,2561.0
273,179.08704319830352,2,3609535,854.0
274,179.1480545185141,5,3611241,1706.0
275,179.17863170419994,1,3612096,855.0
276,179.2091731270955,3,3612950,854.0
277,179.23971454999108,1,3613804,854.0
278,179.48393864478479,4,3620633,6829.0
279,179.51583905371083,1,3621525,892.0
280,179.7587041624741,4,3628316,6791.0
281,179.89749955153462,1,3632197,3881.0
282,179.96923970882796,2,3634203,2006.0
283,179.9983148573222,7,3635016,813.0
284,180.00435876887883,1,3635185,169.0
285,180.0640468658492,2,3636854,1669.0
286,180.24861862646281,1,3642015,5161.0
287,180.27772953774735,4,3642829,814.0
288,180.3083067234332,3,3643684,855.0
289,180.36938956922432,2,3645392,1708.0
290,180.58310800391274,3,3651368,5976.0
291,180.82736786149673,3,3658198,6830.0
292,180.88841494449758,4,3659905,1707.0
293,180.98003921318428,2,3662467,2562.0
294,181.01058063607985,2,3663321,854.0
295,181.04108629618514,3,3664174,853.0
296,181.102133379186,3,3665881,1707.0
297,181.22429907076827,2,3669297,3416.0
298,181.7738658689371,1,3684664,15367.0
299,186.3094817456705,1,3811489,126825.0
300,189.19321433956284,2,3892124,80635.0
301,189.77328679783696,4,3908344,16220.0
302,189.80382822073253,4,3909198,854.0
303,189.89688300103026,1,3911800,2602.0
304,189.99626779520682,1,3914579,2779.0
305,190.07866526400235,2,3916883,2304.0
306,190.1397123470032,1,3918590,1707.0
307,190.23130085289964,1,3921151,2561.0
308,190.66020399667778,1,3933144,11993.0
309,191.20834028323557,1,3948471,15327.0
310,191.27085364063774,1,3950219,1748.0
311,191.3013950635333,1,3951073,854.0
312,191.57473006961155,1,3958716,7643.0
313,191.66714111968432,7,3961300,2584.0
314,191.70483510063505,1,3962354,1054.0
315,191.7579070814044,3,3963838,1484.0
316,191.96726245567916,11,3969692,5854.0
317,191.99465675303045,2,3970458,766.0
318,192.0000569343621,3,3970609,151.0
319,192.009247971463,5,3970866,257.0
320,192.28644535889106,9,3978617,7751.0
321,192.30940507024815,8,3979259,642.0
322,193.22346622690833,3,4004818,25559.0
323,193.2540076498039,2,4005672,854.0
324,193.34706243010163,1,4008274,2602.0
325,193.4997337817892,1,4012543,4269.0
326,193.9577120740616,1,4025349,12806.0
327,193.98825349695716,1,4026203,854.0
328,194.01879491985272,1,4027057,854.0
329,194.10891715134784,2,4029577,2520.0
330,195.00009012223148,1,4054496,24919.0
331,199.07833567412717,1,4168532,114036.0
332,199.99443530983308,1,4194148,25616.0
333,199.99851226792453,15,4194262,114.0
334,200.00970602128086,1,4194575,313.0
335,207.99832658751743,1,4417953,223378.0
336,215.999785995463,4,4641690,223737.0
337,224.99834775908926,12,4893308,251618.0
338,225.50439124149239,1,4907458,14150.0
339,227.49999070167453,1,4963259,55801.0
340,229.49559016185665,2,5019060,55801.0
341,239.99980115888607,1,5312779,293719.0
342,249.99614477120826,2,5592297,279518.0
343,250.00011444092888,2,5592408,111.0
344,263.99981632230913,2,5983868,391460.0
345,287.9998314857322,2,6654957,671089.0
346,288.0139577878912,3,6655352,395.0
